YBL007C.actin,actin,YBL007C,SLA1,Cytoskeleton assembly control protein SLA1,"1SSH,1Z9Z,2HBP",952,41
YBL008W.cytoplasm,cytoplasm,YBL008W,HIR1,Histone transcription regulator 1,,846,49
YBL008W.nucleus,nucleus,YBL008W,HIR1,Histone transcription regulator 1,,846,49
YBL013W.mitochondrion,mitochondrion,YBL013W,mitochondrial precursor,Methionyl-tRNA formyltransferase,,1070,0
YBL014C.cytoplasm,cytoplasm,YBL014C,RRN6,RNA polymerase I-specific transcription initiation factor RRN6,,237,33
YBL014C.nucleolus,nucleolus,YBL014C,RRN6,RNA polymerase I-specific transcription initiation factor RRN6,,237,33
YBL016W.cytoplasm,cytoplasm,YBL016W,FUS3,Mitogen-activated protein kinase FUS3,2B9H,8480,43
YBL016W.nucleus,nucleus,YBL016W,FUS3,Mitogen-activated protein kinase FUS3,2B9H,8480,43
YBL017C.endosome,endosome,YBL017C,PEP1,Vacuolar protein sorting/targeting protein PEP1 precursor,,7210,30
YBL017C.punctate composite,punctate composite,YBL017C,PEP1,Vacuolar protein sorting/targeting protein PEP1 precursor,,7210,30
YBL018C.nucleus,nucleus,YBL018C,POP8,Ribonucleases P/MRP protein subunit POP8,,4870,45
YBL019W.cytoplasm,cytoplasm,YBL019W,APN2,DNA-(apurinic or apyrimidinic site) lyase 2,,414,40
YBL019W.nucleus,nucleus,YBL019W,APN2,DNA-(apurinic or apyrimidinic site) lyase 2,,414,40
YBL021C.cytoplasm,cytoplasm,YBL021C,HAP3,Transcriptional activator HAP3,,2510,51
YBL021C.nucleus,nucleus,YBL021C,HAP3,Transcriptional activator HAP3,,2510,51
YBL023C.cytoplasm,cytoplasm,YBL023C,MCM2,DNA replication licensing factor MCM2,,1690,124
YBL023C.nucleus,nucleus,YBL023C,MCM2,DNA replication licensing factor MCM2,,1690,124
YBL025W.nucleolus,nucleolus,YBL025W,RRN10,RNA polymerase I-specific transcription initiation factor RRN10,,0,411
YBL026W.cytoplasm,cytoplasm,YBL026W,LSM2,U6 snRNA-associated Sm-like protein LSm2,,2210,31
YBL026W.nucleus,nucleus,YBL026W,LSM2,U6 snRNA-associated Sm-like protein LSm2,,2210,31
YBL030C.unknown,unknown,YBL030C,ATP carrier protein 2,ADP,,,
YBL031W.microtubule,microtubule,YBL031W,SHE1,Uncharacterized protein YBL031W,,264,0
YBL035C.nucleus,nucleus,YBL035C,POL12,DNA polymerase subunit alpha B,,11200,52
YBL036C.cytoplasm,cytoplasm,YBL036C,,UPF0001 protein YBL036C,1CT5,4890,-80
YBL036C.nucleus,nucleus,YBL036C,,UPF0001 protein YBL036C,1CT5,4890,-80
YBL037W.bud neck,bud neck,YBL037W,APL3,AP-2 complex subunit alpha,,1590,47
YBL037W.cell periphery,cell periphery,YBL037W,APL3,AP-2 complex subunit alpha,,1590,47
YBL038W.mitochondrion,mitochondrion,YBL038W,mitochondrial precursor,60S ribosomal protein L16,,2880,276
YBL039C.cytoplasm,cytoplasm,YBL039C,URA7,CTP synthase 1,,57600,389
YBL041W.unknown,unknown,YBL041W,PRE7,Proteasome component C5,1RYP,,
YBL044W.unknown,unknown,YBL044W,,Hypothetical 13.9 kDa protein in QCR1-FUI1 intergenic region,,,
YBL045C.mitochondrion,mitochondrion,YBL045C,mitochondrial precursor,Ubiquinol-cytochrome-c reductase complex core protein 1,3CX5,19300,291
YBL046W.nucleus,nucleus,YBL046W,PSY4,Serine/threonine-protein phosphatase 4 regulatory subunit 2,,1010,65
YBL047C.punctate composite,punctate composite,YBL047C,EDE1,Uncharacterized protein YBL047C,2G3Q,1380,74
YBL049W.unknown,unknown,YBL049W,MOH1,Protein yippee-like MOH1,,,
YBL050W.unknown,unknown,YBL050W,SEC17,Alpha-soluble NSF attachment protein,1QQE,,
YBL051C.cytoplasm,cytoplasm,YBL051C,PIN4,RNA-binding protein PIN4,2A0T,4630,20
YBL052C.nucleus,nucleus,YBL052C,SAS3,Histone acetyltransferase SAS3,,0,7
YBL056W.cytoplasm,cytoplasm,YBL056W,PTC3,Protein phosphatase 2C homolog 3,,19700,54
YBL056W.nucleus,nucleus,YBL056W,PTC3,Protein phosphatase 2C homolog 3,,19700,54
YBL058W.cytoplasm,cytoplasm,YBL058W,SHP1,UBX domain-containing protein 1,,3200,62
YBL058W.nucleus,nucleus,YBL058W,SHP1,UBX domain-containing protein 1,,3200,62
YBL059W.mitochondrion,mitochondrion,YBL059W,,Uncharacterized protein YBL059W,,623,71
YBL061C.cytoplasm,cytoplasm,YBL061C,SKT5,Protein SKT5,,2580,10
YBL061C.nucleus,nucleus,YBL061C,SKT5,Protein SKT5,,2580,10
YBL061C.bud neck,bud neck,YBL061C,SKT5,Protein SKT5,,2580,10
YBL064C.mitochondrion,mitochondrion,YBL064C,PRX1,Mitochondrial peroxiredoxin PRX1,,4510,117
YBL067C.unknown,unknown,YBL067C,UBP13,Ubiquitin carboxyl-terminal hydrolase 13,,125,32
YBL068W.cytoplasm,cytoplasm,YBL068W,PRS4,Probable ribose-phosphate pyrophosphokinase 4,,5280,116
YBL071W-A.cytoplasm,cytoplasm,YBL071W-A,KTI11,Diphthamide biosynthesis protein 3,1YWS,8400,0
YBL071W-A.nucleus,nucleus,YBL071W-A,KTI11,Diphthamide biosynthesis protein 3,1YWS,8400,0
YBL072C.cytoplasm,cytoplasm,YBL072C,RPS8A,40S ribosomal protein S8,,15900,0
YBL074C.cytoplasm,cytoplasm,YBL074C,AAR2,A1 cistron-splicing factor AAR2,,7330,250
YBL074C.nucleus,nucleus,YBL074C,AAR2,A1 cistron-splicing factor AAR2,,7330,250
YBL075C.cytoplasm,cytoplasm,YBL075C,SSA3,Heat shock protein SSA3,,6440,59
YBL078C.unknown,unknown,YBL078C,ATG8,Autophagy-related protein 8 precursor,,2010,289
YBL079W.nuclear periphery,nuclear periphery,YBL079W,NUP170,Nucleoporin NUP170,,1560,20
YBL080C.mitochondrion,mitochondrion,YBL080C,mitochondrial precursor,Probable glutamyl-tRNA(Gln) amidotransferase subunit B,,1390,0
YBL084C.cytoplasm,cytoplasm,YBL084C,CDC27,Anaphase-promoting complex subunit CDC27,,593,3
YBL084C.nucleus,nucleus,YBL084C,CDC27,Anaphase-promoting complex subunit CDC27,,593,3
YBL085W.cytoplasm,cytoplasm,YBL085W,BOI1,Protein BOB1,,1040,3
YBL085W.bud neck,bud neck,YBL085W,BOI1,Protein BOB1,,1040,3
YBL085W.cell periphery,cell periphery,YBL085W,BOI1,Protein BOB1,,1040,3
YBL085W.bud,bud,YBL085W,BOI1,Protein BOB1,,1040,3
YBL087C.nucleus,nucleus,YBL087C,RPL23A,60S ribosomal protein L23,,,
YBL088C.unknown,unknown,YBL088C,TEL1,Serine/threonine-protein kinase TEL1,,,
YBL090W.mitochondrion,mitochondrion,YBL090W,MRP21,Uncharacterized protein YBL090W,,1270,66
YBL093C.nucleus,nucleus,YBL093C,ROX3,RNA polymerase II mediator complex subunit 19,,6120,123
YBL097W.nucleus,nucleus,YBL097W,BRN1,Condensin complex subunit 2,,704,3
YBL099W.mitochondrion,mitochondrion,YBL099W,mitochondrial precursor,ATP synthase subunit alpha,2HLD,41500,49
YBL103C.cytoplasm,cytoplasm,YBL103C,RTG3,Retrograde regulation protein 3,,1050,36
YBL103C.nucleus,nucleus,YBL103C,RTG3,Retrograde regulation protein 3,,1050,36
YBL105C.cytoplasm,cytoplasm,YBL105C,PKC1,Protein kinase C-like 1,,,
YBL105C.bud neck,bud neck,YBL105C,PKC1,Protein kinase C-like 1,,,
YBL105C.bud,bud,YBL105C,PKC1,Protein kinase C-like 1,,,
YBL106C.unknown,unknown,YBL106C,SRO77,Protein SNI2,,,
YBR001C.cytoplasm,cytoplasm,YBR001C,NTH2,Probable trehalase,,2500,29
YBR001C.mitochondrion,mitochondrion,YBR001C,NTH2,Probable trehalase,,2500,29
YBR003W.mitochondrion,mitochondrion,YBR003W,mitochondrial precursor,Hexaprenyl pyrophosphate synthetase,,1560,64
YBR009C.nucleus,nucleus,YBR009C,HHF1,Histone H4,,524000,62
YBR010W.nucleus,nucleus,YBR010W,HHT1,Histone H3,,213000,-814
YBR011C.cytoplasm,cytoplasm,YBR011C,IPP1,Inorganic pyrophosphatase,1E9G,68400,883
YBR011C.nucleus,nucleus,YBR011C,IPP1,Inorganic pyrophosphatase,1E9G,68400,883
YBR017C.cytoplasm,cytoplasm,YBR017C,KAP104,Importin beta-2 subunit,,2130,41
YBR017C.nucleus,nucleus,YBR017C,KAP104,Importin beta-2 subunit,,2130,41
YBR020W.unknown,unknown,YBR020W,GAL1,Galactokinase,2AJ4,,
YBR023C.late Golgi,late Golgi,YBR023C,CHS3,Chitin synthase 3,,1510,49
YBR024W.unknown,unknown,YBR024W,mitochondrial precursor,Protein SCO2,,1480,13
YBR029C.unknown,unknown,YBR029C,CDS1,Phosphatidate cytidylyltransferase,,,
YBR030W.nucleus,nucleus,YBR030W,,Uncharacterized protein YBR030W,,7880,37
YBR031W.cytoplasm,cytoplasm,YBR031W,RPL4A,60S ribosomal protein L4-A,,,
YBR034C.cytoplasm,cytoplasm,YBR034C,HMT1,HNRNP arginine N-methyltransferase,1G6Q,37600,43
YBR034C.nucleus,nucleus,YBR034C,HMT1,HNRNP arginine N-methyltransferase,1G6Q,37600,43
YBR037C.mitochondrion,mitochondrion,YBR037C,mitochondrial precursor,Protein SCO1,2B7K,2550,74
YBR038W.unknown,unknown,YBR038W,CHS2,Chitin synthase 2,,,
YBR039W.mitochondrion,mitochondrion,YBR039W,mitochondrial precursor,ATP synthase gamma chain,2HLD,28100,-169
YBR041W.lipid particle,lipid particle,YBR041W,FAT1,Very long-chain fatty acid transport protein,,16900,0
YBR044C.unknown,unknown,YBR044C,TCM62,Mitochondrial chaperone TCM62,,,
YBR045C.unknown,unknown,YBR045C,GIP1,GLC7-interacting protein 1,,,
YBR050C.unknown,unknown,YBR050C,REG2,Protein REG2,,,
YBR052C.punctate composite,punctate composite,YBR052C,RFS1,Uncharacterized protein YBR052C,,7060,-551
YBR055C.cytoplasm,cytoplasm,YBR055C,PRP6,Pre-mRNA-splicing factor 6,,2250,2
YBR055C.nucleus,nucleus,YBR055C,PRP6,Pre-mRNA-splicing factor 6,,2250,2
YBR058C.cytoplasm,cytoplasm,YBR058C,UBP14,Ubiquitin carboxyl-terminal hydrolase 14,,3040,39
YBR058C.nucleus,nucleus,YBR058C,UBP14,Ubiquitin carboxyl-terminal hydrolase 14,,3040,39
YBR059C.cytoplasm,cytoplasm,YBR059C,AKL1,Serine/threonine-protein kinase AKL1,,3000,131
YBR059C.bud neck,bud neck,YBR059C,AKL1,Serine/threonine-protein kinase AKL1,,3000,131
YBR059C.cell periphery,cell periphery,YBR059C,AKL1,Serine/threonine-protein kinase AKL1,,3000,131
YBR060C.cytoplasm,cytoplasm,YBR060C,ORC2,Origin recognition complex subunit 2,,1700,25
YBR060C.nucleus,nucleus,YBR060C,ORC2,Origin recognition complex subunit 2,,1700,25
YBR061C.cytoplasm,cytoplasm,YBR061C,TRM7,tRNA (uridine-2'-O-)-methyltransferase TRM7,,4110,39
YBR064W.unknown,unknown,YBR064W,,Uncharacterized membrane protein YBR064W,,,
YBR065C.nucleus,nucleus,YBR065C,ECM2,Pre-mRNA-splicing factor SLT11,,4260,41
YBR066C.cytoplasm,cytoplasm,YBR066C,NRG2,Probable transcriptional regulator NRG2,,704,10
YBR066C.nucleus,nucleus,YBR066C,NRG2,Probable transcriptional regulator NRG2,,704,10
YBR073W.nucleus,nucleus,YBR073W,RDH54,DNA repair and recombination protein RDH54,,1270,30
YBR077C.vacuolar membrane,vacuolar membrane,YBR077C,SLM4,Uncharacterized protein YBR077C,,3490,539
YBR079C.cytoplasm,cytoplasm,YBR079C,RPG1,Eukaryotic translation initiation factor 3 110 kDa subunit,,52700,0
YBR080C.early Golgi,early Golgi,YBR080C,SEC18,Vesicular-fusion protein SEC18,1CR5,5920,37
YBR080C.Golgi,Golgi,YBR080C,SEC18,Vesicular-fusion protein SEC18,1CR5,5920,37
YBR081C.nucleus,nucleus,YBR081C,SPT7,Transcriptional activator SPT7,,2360,193
YBR082C.cytoplasm,cytoplasm,YBR082C,UBC4,Ubiquitin-conjugating enzyme E2 4,1QCQ,13500,12
YBR082C.nucleus,nucleus,YBR082C,UBC4,Ubiquitin-conjugating enzyme E2 4,1QCQ,13500,12
YBR083W.cytoplasm,cytoplasm,YBR083W,TEC1,Ty transcription activator TEC1,,530,0
YBR083W.nucleus,nucleus,YBR083W,TEC1,Ty transcription activator TEC1,,530,0
YBR084W.mitochondrion,mitochondrion,YBR084W,mitochondrial precursor,C-1-tetrahydrofolate synthase,,11400,73
YBR087W.nucleus,nucleus,YBR087W,RFC5,Replication factor C subunit 5,1SXJ,5040,138
YBR088C.nucleus,nucleus,YBR088C,POL30,Proliferating cell nuclear antigen,1PLQ,,
YBR089C-A.nucleus,nucleus,YBR089C-A,NHP6B,Nonhistone chromosomal protein 6B,,4590,103
YBR091C.unknown,unknown,YBR091C,MRS5,Mitochondrial import inner membrane translocase subunit TIM12,,,
YBR094W.cytoplasm,cytoplasm,YBR094W,PBY1,TTL domain-containing protein YBR094W,,1770,2
YBR095C.nucleus,nucleus,YBR095C,RXT2,Transcriptional regulatory protein RXT2,,1630,72
YBR097W.endosome,endosome,YBR097W,VPS15,Serine/threonine-protein kinase VPS15,,279,2
YBR098W.unknown,unknown,YBR098W,MMS4,Crossover junction endonuclease MMS4,,,
YBR102C.bud neck,bud neck,YBR102C,EXO84,Exocyst complex component EXO84,2D2S,,
YBR102C.cell periphery,cell periphery,YBR102C,EXO84,Exocyst complex component EXO84,2D2S,,
YBR102C.bud,bud,YBR102C,EXO84,Exocyst complex component EXO84,2D2S,,
YBR103W.nucleus,nucleus,YBR103W,SIF2,SIR4-interacting protein SIF2,1R5M,1620,39
YBR105C.cytoplasm,cytoplasm,YBR105C,VID24,Vacuolar import and degradation protein 24,,6650,-3982
YBR105C.nucleus,nucleus,YBR105C,VID24,Vacuolar import and degradation protein 24,,6650,-3982
YBR107C.nucleus,nucleus,YBR107C,IML3,Central kinetochore subunit IML3,,125,0
YBR107C.spindle pole,spindle pole,YBR107C,IML3,Central kinetochore subunit IML3,,125,0
YBR108W.unknown,unknown,YBR108W,,Uncharacterized protein YBR108W,,,
YBR109C.bud neck,bud neck,YBR109C,CMD1,Calmodulin,1F54,,
YBR109C.cell periphery,cell periphery,YBR109C,CMD1,Calmodulin,1F54,,
YBR109C.bud,bud,YBR109C,CMD1,Calmodulin,1F54,,
YBR112C.nucleus,nucleus,YBR112C,CYC8,Glucose repression mediator protein CYC8,,3890,13
YBR114W.cytoplasm,cytoplasm,YBR114W,RAD16,DNA repair protein RAD16,,358,33
YBR114W.nucleus,nucleus,YBR114W,RAD16,DNA repair protein RAD16,,358,33
YBR118W.cytoplasm,cytoplasm,YBR118W,TEF2,Elongation factor 1-alpha,1F60,450,30
YBR119W.nucleus,nucleus,YBR119W,MUD1,U1 small nuclear ribonucleoprotein A,,2950,-18948
YBR122C.mitochondrion,mitochondrion,YBR122C,mitochondrial precursor,60S ribosomal protein L36,,0,28
YBR123C.nucleus,nucleus,YBR123C,TFC1,Transcription factor tau 95 kDa subunit,,15800,22
YBR125C.cytoplasm,cytoplasm,YBR125C,PTC4,Protein phosphatase 2C homolog 4,,149,62
YBR126C.cytoplasm,cytoplasm,YBR126C,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit,Alpha,,10900,-70
YBR127C.vacuolar membrane,vacuolar membrane,YBR127C,VMA2,Vacuolar ATP synthase subunit B,,131000,29
YBR128C.unknown,unknown,YBR128C,ATG14,Autophagy-related protein 14,,,
YBR130C.cytoplasm,cytoplasm,YBR130C,SHE3,Uncharacterized protein YBR130C,,1010,70
YBR130C.cell periphery,cell periphery,YBR130C,SHE3,Uncharacterized protein YBR130C,,1010,70
YBR130C.bud,bud,YBR130C,SHE3,Uncharacterized protein YBR130C,,1010,70
YBR131W.endosome,endosome,YBR131W,CCZ1,Uncharacterized protein YBR131W,,2870,30
YBR133C.cytoplasm,cytoplasm,YBR133C,HSL7,Protein arginine N-methyltransferase HSL7,,1180,14
YBR133C.bud neck,bud neck,YBR133C,HSL7,Protein arginine N-methyltransferase HSL7,,1180,14
YBR135W.cytoplasm,cytoplasm,YBR135W,CKS1,Cyclin-dependent kinases regulatory subunit,1QB3,8780,52
YBR135W.nucleus,nucleus,YBR135W,CKS1,Cyclin-dependent kinases regulatory subunit,1QB3,8780,52
YBR136W.unknown,unknown,YBR136W,MEC1,Serine/threonine-protein kinase MEC1,,,
YBR137W.cytoplasm,cytoplasm,YBR137W,,UPF0303 protein YBR137W,,1200,16
YBR138C.cytoplasm,cytoplasm,YBR138C,,Uncharacterized protein YBR138C,,195,5
YBR140C.cytoplasm,cytoplasm,YBR140C,IRA1,Inhibitory regulator protein IRA1,,,
YBR142W.nucleus,nucleus,YBR142W,MAK5,ATP-dependent RNA helicase MAK5,,981,127
YBR142W.nucleolus,nucleolus,YBR142W,MAK5,ATP-dependent RNA helicase MAK5,,981,127
YBR143C.cytoplasm,cytoplasm,YBR143C,SUP45,Eukaryotic peptide chain release factor subunit 1,,13100,62
YBR146W.unknown,unknown,YBR146W,mitochondrial precursor,40S ribosomal protein S9,,,
YBR152W.nucleus,nucleus,YBR152W,SPP381,Uncharacterized protein YBR152W,,2510,45
YBR154C.unknown,unknown,YBR154C,II,DNA-directed RNA polymerases I,1DZF,,
YBR155W.cytoplasm,cytoplasm,YBR155W,CNS1,Cyclophilin seven suppressor 1,,672,33
YBR156C.nucleus,nucleus,YBR156C,SLI15,Inner centromere protein-related protein SLI15,,319,13
YBR156C.microtubule,microtubule,YBR156C,SLI15,Inner centromere protein-related protein SLI15,,319,13
YBR158W.cytoplasm,cytoplasm,YBR158W,AMN1,Uncharacterized protein YBR158W,,2020,17
YBR158W.nucleus,nucleus,YBR158W,AMN1,Uncharacterized protein YBR158W,,2020,17
YBR160W.cytoplasm,cytoplasm,YBR160W,CDC28,Cell division control protein 28,,6670,-74
YBR160W.nucleus,nucleus,YBR160W,CDC28,Cell division control protein 28,,6670,-74
YBR164C.early Golgi,early Golgi,YBR164C,ARL1,ADP-ribosylation factor-like protein 1,1MOZ,5190,-120
YBR164C.punctate composite,punctate composite,YBR164C,ARL1,ADP-ribosylation factor-like protein 1,1MOZ,5190,-120
YBR167C.nucleus,nucleus,YBR167C,POP7,Ribonucleases P/MRP protein subunit POP7,,0,66
YBR168W.unknown,unknown,YBR168W,PEX32,Peroxisomal membrane protein PEX32,,0,49
YBR170C.cytoplasm,cytoplasm,YBR170C,NPL4,Protein NPL4,,1050,29
YBR170C.nucleus,nucleus,YBR170C,NPL4,Protein NPL4,,1050,29
YBR171W.ER,ER,YBR171W,SEC66,Translocation protein SEC66,,7820,-3619
YBR173C.cytoplasm,cytoplasm,YBR173C,UMP1,Proteasome maturation factor UMP1,,2740,17
YBR173C.nucleus,nucleus,YBR173C,UMP1,Proteasome maturation factor UMP1,,2740,17
YBR175W.cytoplasm,cytoplasm,YBR175W,SWD3,COMPASS component SWD3,,0,1181
